protein,mean_orig,mean_ko,diff
PTPRA,0.020323167,-0.14438896,-0.16471213
CDKN2A,0.0099021,-0.15478717,-0.16468927
PCBP3,-0.109646395,-0.27427396,-0.16462757
GCN1,-0.07148207,-0.23609088,-0.1646088
POSTN,-0.011333062,-0.17575781,-0.16442475
RPP38,0.006977637,-0.15713434,-0.16411197
MRPL38,0.06470889,-0.09914285,-0.16385174
PPID,0.019602086,-0.144209,-0.16381109
ZNF566,0.061047185,-0.10273941,-0.16378659
VWA8,-0.003271003,-0.16702837,-0.16375737
PCBP2,-0.12300197,-0.28672457,-0.1637226
MRPL43,0.050144922,-0.11348425,-0.16362917
RFLNB,0.15934724,-0.003866103,-0.16321334
NAA40,-0.036653146,-0.19975448,-0.16310133
MFN2,0.036021013,-0.12693788,-0.16295889
RDH10,0.06728309,-0.09567451,-0.1629576
RPS6KA3,-0.013521947,-0.17643832,-0.16291636
SCAF4,-0.037128948,-0.19991425,-0.16278529
G3BP2,-0.07467155,-0.23745348,-0.16278192
SASH3,-0.1389466,-0.3016655,-0.16271892
FAM98B,-0.05993841,-0.2224444,-0.16250598
TELO2,-0.015542473,-0.17796892,-0.16242644
PCM1,-0.02810116,-0.19051024,-0.16240908
PDRG1,-0.022215169,-0.18427727,-0.1620621
MATN2,-0.005074749,-0.16706842,-0.16199367
DAZAP1,-0.13600053,-0.297769,-0.16176848
RMDN3,0.09932277,-0.062276877,-0.16159965
PQBP1,-0.01609392,-0.17767945,-0.16158552
CD276,0.08153099,-0.08005155,-0.16158253
AFF4,0.05186558,-0.10959549,-0.16146107
CEP97,-0.114486575,-0.27586263,-0.16137606
MFN1,0.012184087,-0.1491334,-0.16131748
STX2,-0.05202758,-0.21334438,-0.1613168
NAA30,-0.034218047,-0.19552003,-0.16130199
GDAP1,-0.045099866,-0.20629081,-0.16119094
NLRP1,0.039005335,-0.12203126,-0.1610366
L1TD1,0.11854259,-0.042403363,-0.16094595
BMS1,0.03569236,-0.12523915,-0.16093151
FUS,-0.05389675,-0.21479186,-0.16089511
PXK,0.034491714,-0.12629688,-0.1607886
ENG,0.13150388,-0.029102184,-0.16060606
DNAH9,0.1212603,-0.0393188,-0.1605791
LSG1,-0.059394244,-0.21996883,-0.16057459
MRPL54,0.007373892,-0.1531844,-0.1605583
ATP6V0A2,2.2870536e-05,-0.16046919,-0.16049206
CTSH,0.10406575,-0.056167282,-0.16023304
KRT85,0.09413521,-0.06573199,-0.1598672
FOXK2,0.031357575,-0.12841134,-0.15976891
DEF6,-0.08536361,-0.24511339,-0.15974978
ADAMTS2,0.036770012,-0.12279904,-0.15956905
AHCYL1,0.0500062,-0.10955897,-0.15956517
TKFC,-0.01904606,-0.17859252,-0.15954646
SLC6A16,-0.056578327,-0.21611083,-0.1595325
RAPGEF2,0.14508466,-0.014423435,-0.1595081
PRDM10,-0.08965306,-0.24882701,-0.15917395
PRTFDC1,0.038939554,-0.12009132,-0.15903087
APOB,0.03225276,-0.1267724,-0.15902516
P2RX4,0.15698206,-0.0016662,-0.15864827
USP13,-0.059076846,-0.2177116,-0.15863475
LUM,0.1202074,-0.03835056,-0.15855795
RAB8B,-0.02473859,-0.18326965,-0.15853105
CELF1,-0.05245186,-0.21080889,-0.15835702
LSM1,-0.016985428,-0.17530172,-0.15831628
PPP3R1,0.000185891,-0.15812011,-0.158306
NUP155,-0.047028776,-0.20508094,-0.15805216
FMNL3,0.1138317,-0.04389812,-0.15772982
RALBP1,0.045869257,-0.11178104,-0.15765029
FAM120B,0.011663218,-0.1459232,-0.15758641
TCP11L1,-0.01274586,-0.17027752,-0.15753166
CCNA2,-0.001918586,-0.15942495,-0.15750636
ENTPD8,-0.035651688,-0.19310576,-0.15745407
AIP,-0.07540709,-0.23276077,-0.15735368
LZTFL1,-0.023398858,-0.18073806,-0.1573392
EXOSC6,-0.047896273,-0.20504576,-0.1571495
RPS9,0.04879134,-0.10832663,-0.15711796
UXT,0.017642774,-0.13920006,-0.15684283
TNIP1,0.044671036,-0.11208856,-0.15675959
MICU2,0.040177193,-0.11645047,-0.15662767
HSDL2,0.07327267,-0.08319379,-0.15646645
TCP1,-0.06132152,-0.21765232,-0.1563308
C11orf68,0.07384232,-0.08239955,-0.15624186
APOO,-0.074672274,-0.23084725,-0.15617499
RELL1,0.10498942,-0.051075574,-0.15606499
DESI1,0.00163599,-0.15438971,-0.1560257
CCDC171,0.04149879,-0.11446503,-0.15596382
TNFAIP8L3,0.08838598,-0.067524284,-0.15591025
SLC25A40,-0.059493378,-0.21518102,-0.15568765
ZNF385A,-0.084389694,-0.2399501,-0.1555604
ZMAT2,-0.009515424,-0.16504854,-0.15553312
PLAG1,0.00360386,-0.15180062,-0.15540448
MRPL9,0.06170117,-0.09365574,-0.15535691
KIF7,-0.004833279,-0.16016278,-0.1553295
MBP,0.066690214,-0.088619985,-0.1553102
ZHX2,-0.09204942,-0.24731718,-0.15526776
TCEA1,-0.047585536,-0.20269087,-0.15510534
ATP6V0D2,0.051406924,-0.10369615,-0.15510307
GSTA3,0.009223823,-0.14587763,-0.15510145
MRPL48,0.041494913,-0.113490686,-0.1549856
CCNT1,-0.06697529,-0.22193469,-0.15495941
POR,0.09847445,-0.05640601,-0.15488046
GSKIP,0.013473894,-0.14132316,-0.15479706
LMF2,0.178336,0.023551216,-0.15478478
P3H2,-0.000334365,-0.15487301,-0.15453865
RCOR3,-0.08641215,-0.24088728,-0.15447514
NR3C1,0.11589468,-0.03847206,-0.15436675
METTL26,-0.075919524,-0.23011567,-0.15419614
RBM19,0.012716304,-0.1414423,-0.1541586
TIMELESS,-0.034103952,-0.18802044,-0.15391648
INPP4A,0.09673108,-0.05716731,-0.15389839
CDC73,-0.047935385,-0.2017526,-0.15381722
RFC4,-0.15326561,-0.30694526,-0.15367965
CENPK,-0.102976814,-0.25655535,-0.15357853
SGPP1,0.010597495,-0.14291896,-0.15351646
GYS1,0.086443804,-0.06652921,-0.15297301
NOLC1,-0.102522165,-0.2553348,-0.15281263
MRPL23,0.09340195,-0.059404623,-0.15280658
UBXN4,0.06780042,-0.08481535,-0.15261577
SLTM,-0.010640715,-0.16318974,-0.15254903
UTP18,-0.047090914,-0.1995157,-0.15242478
RBM17,-0.091324076,-0.24373628,-0.1524122
RRP9,-0.04682215,-0.19911398,-0.15229183
PAWR,0.14958005,-0.002647995,-0.15222804
PIGX,-0.041435607,-0.19365862,-0.15222302
HSP90AA4P,-0.001752048,-0.1537431,-0.15199105
MYO18A,0.068479314,-0.08350359,-0.1519829
SELENOS,0.041945815,-0.1098482,-0.15179402
CDYL,0.053486254,-0.09827636,-0.15176262
MYO15A,-0.015203897,-0.1669083,-0.1517044
UBE2M,-0.086257994,-0.237956,-0.15169801
AFDN,0.17921403,0.027544748,-0.15166928
FAHD1,0.15892574,0.007289911,-0.15163583
CENPQ,-0.064510375,-0.21610454,-0.15159416
MPC1,0.009485484,-0.14205824,-0.15154372
MTFR2,-0.09157102,-0.24311236,-0.15154134
KDM2A,-0.059664134,-0.21104608,-0.15138195
MCEE,0.14041361,-0.010892359,-0.15130597
LUC7L,-0.045307517,-0.19648483,-0.15117732
YTHDC1,-0.10957636,-0.26048172,-0.15090536
RDH14,0.05824447,-0.09260981,-0.15085427
THOC2,-0.038888484,-0.18965773,-0.15076925
ITGA1,0.13098735,-0.019765053,-0.1507524
UBE2T,-0.05571969,-0.20640743,-0.15068774
MXRA7,0.01891714,-0.13163643,-0.15055357
PPIL4,0.123432875,-0.02700745,-0.15044032
PARP1,-0.17497855,-0.32526973,-0.15029117
PDCD11,-0.021900088,-0.17216367,-0.15026358
KRR1,0.051112562,-0.098719604,-0.14983216
SCIN,-0.033934426,-0.18373974,-0.1498053
PLEKHM1,-0.004992898,-0.15460688,-0.14961398
C1orf198,0.07347595,-0.07597788,-0.14945382
GOPC,0.0712218,-0.078217976,-0.14943978
HNRNPA3,-0.0118838,-0.16130508,-0.14942129
NEMF,0.024636917,-0.12464053,-0.14927745
ABLIM1,0.16497202,0.015780741,-0.14919128
COMTD1,-0.032307222,-0.18148991,-0.14918269
NBDY,-0.04749536,-0.19667286,-0.14917749
EPB41L1,0.03202859,-0.117141865,-0.14917046
COG6,0.027410744,-0.121690854,-0.1491016
DNAJB6,0.034388427,-0.114678316,-0.14906675
FSCN1,0.09256804,-0.056404117,-0.14897215
ACOT8,0.07828763,-0.070552565,-0.14884019
NCAPG2,0.023836358,-0.12477503,-0.14861138
ANKRD17,0.034354627,-0.114173345,-0.14852798
CXXC1,-0.16495296,-0.3132131,-0.14826015
S100A6,0.12030591,-0.02778521,-0.14809112
CAPN7,0.04176352,-0.10627152,-0.14803505
UPF1,-0.08807069,-0.23601909,-0.1479484
CPS1,0.07314632,-0.074676454,-0.14782277
TSPYL1,0.107240856,-0.040571675,-0.14781253
SMC1B,-0.0609198,-0.2087275,-0.14780769
METTL14,0.010124449,-0.1376059,-0.14773035
UBE2S,-0.018326238,-0.16585457,-0.14752834
ZFPL1,0.12804149,-0.019397022,-0.14743851
SELENOH,-0.10071591,-0.24806324,-0.14734733
SCARB2,0.09703725,-0.050156027,-0.14719328
NDUFA3,-0.039188985,-0.18631694,-0.14712796
LIMA1,0.18743531,0.04054057,-0.14689475
RBM38,-0.06989684,-0.21670894,-0.14681211
NUP205,-0.0461161,-0.19270591,-0.14658982
SLC38A1,-0.015894948,-0.16242813,-0.14653318
C8orf33,-0.007240451,-0.15358904,-0.1463486
RHOA,-0.0848515,-0.23119092,-0.14633942
DNAJA3,0.013035155,-0.13287818,-0.14591333
UBE2N,-0.061743155,-0.20763922,-0.14589606
PRDX3,0.023849884,-0.122036055,-0.14588594
OXCT1,-0.05479674,-0.20044836,-0.14565162
HINT3,0.06871134,-0.07693061,-0.14564195
TSFM,-0.028524559,-0.1741589,-0.14563434
MRPL44,0.06528466,-0.08027546,-0.14556012
NOL6,0.001779115,-0.14364073,-0.14541984
ABHD12,0.05174008,-0.093525924,-0.145266
CAB39L,0.041226216,-0.10400696,-0.14523318
HINT2,0.012804823,-0.13214868,-0.1449535
SEC11A,0.050938185,-0.09394691,-0.1448851
EPHB2,0.006501771,-0.13836645,-0.14486821
PRIM2,0.005840316,-0.13879815,-0.14463846
RB1CC1,0.045939077,-0.098560676,-0.14449975
SLC25A29,0.057024006,-0.08729478,-0.14431879
COX6C,-0.014952517,-0.15911965,-0.14416714
ANK1,-0.046391025,-0.19048518,-0.14409415
MCCC1,-0.05754824,-0.20140305,-0.14385481
NOC2L,0.047927674,-0.09587442,-0.14380209
LMO7,0.10241291,-0.041340142,-0.14375305
SEC61G,-0.0253588,-0.16905269,-0.1436939
RPAP1,0.016075896,-0.12753285,-0.14360875
JAK1,0.022190351,-0.121286444,-0.1434768
NUMB,0.11967185,-0.023737716,-0.14340957
CTNNBL1,-0.12437924,-0.26769957,-0.14332032
ADGRE5,0.049274486,-0.09390144,-0.14317593
DPY30,0.04691289,-0.09623558,-0.14314847
TPM2,0.09874178,-0.044371914,-0.14311369
PLOD1,0.08074549,-0.06217439,-0.14291988
PKP4,0.06769222,-0.075181626,-0.14287385
TGFBI,0.06426901,-0.07857917,-0.1428482
WARS2,0.068323724,-0.07442941,-0.14275312
ABCC4,0.05126137,-0.091454774,-0.14271614
PTBP3,-0.047455713,-0.19015795,-0.14270224
TRMT11,-0.07617693,-0.21886854,-0.14269161
DHPS,-0.106133915,-0.24879302,-0.1426591
GEMIN2,0.020228243,-0.122424714,-0.14265296
ECHS1,0.064929366,-0.07764968,-0.14257905
RNF11,0.017597318,-0.12497101,-0.14256832
SNX11,0.021730434,-0.120810814,-0.14254124
ACO1,0.022943057,-0.11946723,-0.14241028
PPFIA1,0.093451984,-0.04891069,-0.14236267
TTI1,-0.027870344,-0.17019798,-0.14232764
ANTXR1,-0.012435482,-0.15471214,-0.14227666
GSE1,-0.020197365,-0.16224381,-0.14204645
SURF2,0.02345518,-0.1182406,-0.14169578
SMARCA1,0.1057691,-0.03592282,-0.14169192
ARHGEF40,0.08530158,-0.056386933,-0.14168851
HSD17B11,0.065088846,-0.076480456,-0.1415693
ROCK1,0.076615065,-0.06486487,-0.14147994
MRPL27,0.017301451,-0.124173604,-0.14147505
PURA,0.13997783,-0.001480144,-0.14145797
TRIM33,-0.07368285,-0.2150545,-0.14137164
CD300E,-0.034362648,-0.17572169,-0.14135905
IFIT5,0.1442389,0.00326654,-0.14097236
SLC27A2,0.030269103,-0.11065985,-0.14092895
QRICH1,-0.028098905,-0.16896802,-0.14086911
ATP2A3,0.12128481,-0.019549102,-0.14083391
SLC3A2,0.065899394,-0.07488783,-0.14078721
RPL7L1,0.041266005,-0.09950613,-0.14077213
RSU1,0.08129235,-0.059169892,-0.14046225
PIP4K2C,0.12956858,-0.010814053,-0.14038263
RNF126,-0.15696871,-0.29694328,-0.13997456
SRP72,-0.017403973,-0.1573678,-0.13996382
PRODH,0.094148986,-0.045809984,-0.13995898
MCTS1,0.016530363,-0.12341792,-0.13994828
PCBP4,-0.080876656,-0.22082236,-0.13994572
PLEKHA7,0.14451481,0.004598258,-0.13991655
GGH,0.01656194,-0.1233403,-0.13990223
RREB1,0.024097405,-0.11573801,-0.13983542
UBAC1,-0.077189565,-0.21697998,-0.13979042
CLCN7,0.02141318,-0.11812224,-0.13953543
TIPIN,0.022219984,-0.117230505,-0.13945049
RXRB,-0.035134673,-0.17443016,-0.13929549
H2BC1,-0.08567994,-0.2249406,-0.13926065
HNRNPH1,-0.09235853,-0.23154709,-0.13918856
MRPL52,0.16681938,0.027683392,-0.13913599
SLC6A3,0.101979434,-0.03705118,-0.1390306
LRSAM1,0.046397533,-0.092632316,-0.13902985
ATP5ME,-0.0581498,-0.19711214,-0.13896234
TENM3,0.15971906,0.020861525,-0.13885754
CLGN,-0.05122108,-0.1899277,-0.13870662
KIAA0586,-0.007569017,-0.1461429,-0.13857388
MED8,-0.04193372,-0.180464,-0.13853028
VPS29,0.1018035,-0.036506694,-0.1383102
RO60,0.01657609,-0.12154027,-0.13811636
FGFBP1,0.020605052,-0.11730315,-0.1379082
TBCC,-0.019863356,-0.15776907,-0.13790572
F5,-0.19957803,-0.33737215,-0.13779412
LUC7L3,-0.10154278,-0.23926228,-0.13771951
VPS51,0.002337718,-0.13529682,-0.13763455
ZNF629,-0.024484131,-0.16209616,-0.13761203
CFDP1,-0.042374257,-0.17996755,-0.1375933
TMEM115,0.056830816,-0.080732934,-0.13756375
BECN1,-0.03566186,-0.17322426,-0.1375624
CAPS,-0.019005975,-0.15645161,-0.13744564
NRP1,0.1487911,0.011512844,-0.13727826
PANK4,-0.012033463,-0.14926898,-0.13723552
ADD1,-0.061756123,-0.19895168,-0.13719556
TRIP13,0.09973071,-0.037290532,-0.13702124
CDCA2,-0.039220564,-0.17609042,-0.13686985
DERA,0.13330185,-0.00337827,-0.13668013
WDR75,-0.034090057,-0.17076354,-0.13667348
MAPK13,-0.03949543,-0.17607938,-0.13658395
CEBPE,-0.040890895,-0.17739788,-0.13650697
SCEL,0.118960686,-0.017537925,-0.13649862
TRIM24,-0.07416698,-0.21040504,-0.13623805
MAZ,-0.20660524,-0.3427589,-0.13615365
TMEM30A,0.06878639,-0.06729406,-0.13608044
DSP,0.04072743,-0.09523808,-0.13596551
NOMO1,-0.02105451,-0.15696567,-0.13591117
PER1,0.053828236,-0.08207058,-0.13589881
DERL1,0.15106454,0.015190564,-0.13587397
KANK2,0.10550072,-0.030318905,-0.13581963
ABL2,0.019703573,-0.11594473,-0.1356483
TACC2,0.05845376,-0.077121645,-0.13557541
C1QBP,-0.054363247,-0.18987972,-0.13551646
RPL35,0.067186765,-0.06815829,-0.13534506
GTF2I,-0.13676623,-0.27200657,-0.13524035
TMA7,-0.05308492,-0.18831901,-0.13523409
DNPEP,-0.00227467,-0.13723375,-0.13495907
MRPS25,0.05946271,-0.07529841,-0.13476112
LUC7L2,-0.12425227,-0.25900087,-0.13474861
VTA1,-0.056962796,-0.19168414,-0.13472134
ABLIM3,0.08326401,-0.05140114,-0.13466515
APOM,-0.11860937,-0.2532179,-0.13460854
EIF4E2,0.002892993,-0.13149774,-0.13439073
LCLAT1,0.15208091,0.017747348,-0.13433357
SHMT1,-0.02350783,-0.15771072,-0.13420288
FADS2,-0.06146568,-0.19557111,-0.13410543
DGLUCY,-0.005783569,-0.13987155,-0.13408798
NDUFAF7,-0.058577746,-0.19264235,-0.1340646
TTI2,-0.13022888,-0.26427606,-0.13404718
TBC1D24,-0.03214418,-0.16606288,-0.1339187
DCAF6,0.056836683,-0.07641672,-0.13325341
NDUFB8,-0.020703675,-0.15395641,-0.13325274
STX10,0.049625546,-0.083621554,-0.1332471
RPL15,0.048022836,-0.08500505,-0.13302788
SNX24,0.1548756,0.022086252,-0.13278936
NAPRT,0.09512184,-0.037608296,-0.13273013
BCKDHA,-0.009258254,-0.14192972,-0.13267146
CCDC59,0.09242336,-0.04020397,-0.13262732
L2HGDH,0.015047572,-0.1174974,-0.13254496
IDH2,-0.07380286,-0.20633213,-0.13252927
TXNIP,-0.03236495,-0.1648414,-0.13247645
PSAT1,0.024393111,-0.108063094,-0.13245621
ACTL9,-0.013770948,-0.1461441,-0.13237315
SMIM20,-0.02004107,-0.1524096,-0.13236853
BIN1,0.06695958,-0.06524769,-0.13220727
CAPN5,0.05453919,-0.077600636,-0.13213983
CNOT8,0.056150474,-0.075806625,-0.1319571
DHCR24,0.026590299,-0.105293885,-0.13188419
NR2F6,-0.055646684,-0.18747672,-0.13183004
VTI1B,0.09847822,-0.033209853,-0.13168807
COL5A1,0.12616721,-0.005456262,-0.13162348
IGFBPL1,0.04520795,-0.08637065,-0.1315786
DDX47,-0.000404852,-0.13182765,-0.1314228
ATP5F1A,-0.09508643,-0.22635005,-0.13126361
S100A9,0.115780145,-0.015329055,-0.1311092
GPD1L,-0.09340574,-0.2244826,-0.13107686
SLC2A1,0.06373549,-0.067179635,-0.13091514
SART1,-0.080824554,-0.21171337,-0.13088882
STRN,0.10919396,-0.021649586,-0.13084355
PKP3,-0.004864227,-0.13569865,-0.13083442
RANBP9,-0.06898944,-0.19975846,-0.13076901
ADH5,0.06699368,-0.06370353,-0.13069722
PACS1,0.02940116,-0.10126072,-0.13066188
GOLGA3,-0.013318456,-0.14392152,-0.13060308
DHRS3,0.093513936,-0.037076112,-0.13059005
PIGT,0.07778683,-0.052740112,-0.13052694
POFUT1,0.09664716,-0.033860706,-0.13050786
CARMIL2,-0.08667494,-0.21716146,-0.13048652
RNPS1,-0.042796362,-0.17320743,-0.13041107
NDUFA7,0.06294493,-0.06743115,-0.13037607
MTCH2,0.013830193,-0.116517864,-0.13034806
MAP1S,-0.034279518,-0.16436982,-0.1300903
EPN3,0.1511309,0.021142367,-0.12998854
ORC5,-0.03922162,-0.16916613,-0.12994452
MEAF6,-0.11627772,-0.24605873,-0.12978101
HRAS,0.12000778,-0.009664335,-0.12967212
ZC3H18,0.042852037,-0.08672956,-0.1295816
ABCB10,-0.013202215,-0.14267485,-0.12947263
MANF,-0.000519035,-0.1299408,-0.12942176
PSMC3IP,0.012935455,-0.11648111,-0.12941657
PRNP,0.14743297,0.018136354,-0.12929662
TRIM28,-0.056634344,-0.18591778,-0.12928343
CCDC71L,-0.007620575,-0.13652751,-0.12890694
TECPR2,-0.08418345,-0.21284917,-0.12866572
IFT20,0.09394229,-0.03468585,-0.12862813
PLXNA1,-0.057276666,-0.18553191,-0.12825525
ERVK-5,0.08739415,-0.04049197,-0.12788612
ATF4,0.030851642,-0.0969817,-0.12783334
UNC13D,-0.02782795,-0.1555162,-0.12768826
GPD2,0.1242689,-0.003417838,-0.12768674
ANP32B,-0.06711619,-0.19479091,-0.12767473
RFX1,-0.08573025,-0.21337219,-0.12764195
AMDHD2,0.06499043,-0.062498294,-0.12748873
SUCLA2,0.002136019,-0.12494784,-0.12708385
ICMT,-0.007541522,-0.13459866,-0.12705714
SBNO1,-0.028723242,-0.15569381,-0.12697057
DNAJC16,-0.10102396,-0.22793847,-0.12691452
GUSB,0.03728957,-0.089365035,-0.12665461
NDUFB4,0.012425695,-0.11420741,-0.12663311
CMTR1,0.030392788,-0.09600423,-0.12639701
LAMP1,0.048343077,-0.07803837,-0.12638146
ZNF598,-0.001532877,-0.12786055,-0.12632766
FAM3A,0.2111152,0.08490013,-0.12621507
EFR3A,-0.04704022,-0.17321153,-0.1261713
ABHD14A,-0.044732846,-0.17082003,-0.12608719
ISY1,-0.057454295,-0.18352948,-0.12607518
TEX14,0.053412948,-0.07259289,-0.12600584
TCTN3,-0.07005203,-0.19605637,-0.12600434
ATP5F1C,-0.04840928,-0.17434655,-0.12593727
ASXL3,-0.07930182,-0.2049618,-0.12565999
TJAP1,0.020786159,-0.10483286,-0.12561902
NTMT1,-0.028389437,-0.1539949,-0.12560546
NDUFB6,0.043211,-0.08225523,-0.12546623
PAPSS1,0.018148338,-0.10713266,-0.12528099
HELZ2,-0.045704976,-0.17093536,-0.12523039
ZNF316,-0.10980722,-0.23491462,-0.1251074
EHHADH,0.14722206,0.022217141,-0.12500492
STARD3NL,0.040839117,-0.08403091,-0.12487003
NOM1,-0.07192783,-0.19676155,-0.12483372
RABGGTA,0.11977679,-0.0048814,-0.12465819
DDOST,0.04279327,-0.08184585,-0.12463912
PPP2R1B,0.004566765,-0.11992999,-0.12449676
CTU2,0.068911284,-0.05558279,-0.124494076
WDR33,0.018244164,-0.10620161,-0.12444577
TUBB2B,-0.026851233,-0.1512687,-0.12441747
ELAC2,0.017423743,-0.106795,-0.12421874
GFAP,-0.06608818,-0.1900924,-0.12400422
FAM168A,-0.062424093,-0.18642743,-0.124003336
AASDHPPT,-0.041745808,-0.16574712,-0.12400131
SDHAF2,-0.01626918,-0.1401073,-0.12383813
TGFB1I1,0.13359833,0.009828802,-0.12376952
MYLK,-0.0226533,-0.14638837,-0.12373507
ARF4,0.0916193,-0.03201176,-0.12363106
CNN3,0.086193845,-0.037247747,-0.12344159
REXO4,-0.025827084,-0.14915569,-0.12332861
DUS3L,-0.019989904,-0.14290337,-0.122913465
FBLL1,0.020559065,-0.10221952,-0.12277859
HDDC3,0.006741525,-0.115942664,-0.12268419
MRPL49,0.07565479,-0.04685046,-0.12250525
XPOT,-0.046975914,-0.16930489,-0.12232898
GDPD3,0.2354352,0.11315715,-0.12227805
PGP,0.061285317,-0.060882136,-0.12216745
GLIPR2,-0.019865599,-0.14203107,-0.12216547
LEMD3,-0.038936593,-0.16108601,-0.122149415
THUMPD3,0.025548805,-0.096523285,-0.122072086
NLE1,-0.1260261,-0.24802856,-0.12200247
LIN7C,0.034526322,-0.08737748,-0.12190381
RP2,0.015466755,-0.10611737,-0.121584125
KIFAP3,-0.04922576,-0.17072159,-0.12149583
NUP54,-0.14279741,-0.2641253,-0.12132788
MGST3,-0.000156654,-0.121256724,-0.12110007
STX16,0.085868135,-0.035152484,-0.121020615
CNTN5,-0.13477561,-0.25567985,-0.12090424
ACOT1,0.078035235,-0.04277427,-0.12080951
EIF2AK4,-0.034206014,-0.1549633,-0.12075728
PDXP,-0.04608252,-0.16654962,-0.120467104
NUDCD1,0.017036598,-0.10330472,-0.120341316
SLC25A12,0.03258569,-0.08772552,-0.120311216
RAP1GDS1,-0.033177312,-0.15343845,-0.12026113
TOE1,-0.024020908,-0.14428107,-0.120260164
CWF19L1,-0.09407452,-0.21426491,-0.1201904
CORO7,-0.05093275,-0.1711218,-0.120189056
PHB2,0.055668816,-0.06447886,-0.120147675
SLK,-0.047528908,-0.16765928,-0.120130375
YWHAE,-0.05117981,-0.17124033,-0.12006052
YIPF1,0.057236984,-0.06279736,-0.120034344
ACSS2,0.10029796,-0.019734746,-0.120032705
YWHAZ,0.054698598,-0.06525662,-0.11995521
GTF2A2,-0.110840134,-0.23038784,-0.1195477
PRPH,-0.014848477,-0.13401589,-0.11916741
ODR4,0.04888461,-0.07025742,-0.119142026
COL1A2,-0.004208155,-0.123245336,-0.11903718
STS,0.0407901,-0.078244746,-0.11903484
AP1S2,0.07804619,-0.040934857,-0.11898105
AKR1B1,-0.088983655,-0.20793898,-0.11895533
TRAF2,0.023530602,-0.09541344,-0.11894404
STK24,1.8104827e-05,-0.11888299,-0.1189011
KIRREL1,0.040674955,-0.07819719,-0.11887214
NEGR1,0.042470627,-0.07637339,-0.11884402
SEPTIN14,-0.013814449,-0.1325619,-0.11874746
TPRN,0.107361756,-0.011285041,-0.1186468
CERS1,-0.08111066,-0.19972943,-0.118618764
ZNF24,-0.2566162,-0.37521362,-0.11859742
BTN3A3,0.17436665,0.055771682,-0.118594974
TXLNG,-0.06054086,-0.17908695,-0.1185461
PDE12,-0.082818076,-0.20131634,-0.118498266
HOMER1,-0.0454917,-0.16376513,-0.11827344
CPA4,-0.018001143,-0.13617353,-0.11817239
SUPT3H,-0.07985666,-0.19797881,-0.11812215
PRDX6,-0.00069478,-0.11881125,-0.11811647
MAP7D2,-0.039390653,-0.1573935,-0.11800285
ATP1A1,0.01865489,-0.09904871,-0.1177036
ITPR1,0.038942836,-0.07875164,-0.117694475
DSG2,0.087979816,-0.029524272,-0.11750409
PAM16,0.06820764,-0.049281295,-0.117488936
TMBIM6,0.006385141,-0.11107571,-0.11746085
DICER1,-0.06848234,-0.18583035,-0.117348015
CUL4B,0.033285946,-0.08400558,-0.117291525
RILPL1,0.057324074,-0.059806686,-0.11713076
CYB5R1,0.074808404,-0.042263053,-0.11707146
CLIC3,0.10077906,-0.016288208,-0.11706726
ZC3H11A,-0.043810546,-0.16077195,-0.116961405
FAM174B,0.11826263,0.001377802,-0.116884835
MNX1,0.02372325,-0.093120284,-0.11684354
MYO1B,0.009978312,-0.10676473,-0.116743036
CTSF,-0.023434749,-0.14014782,-0.11671307
ASL,0.11494383,-0.00170283,-0.11664666
TNPO1,-0.036357816,-0.1529042,-0.11654638
LENG1,0.07980609,-0.036669124,-0.11647521
SS18L2,0.00668409,-0.10972303,-0.11640712
POLR3K,-0.017745998,-0.13403316,-0.11628716
PCID2,-0.119465075,-0.23546857,-0.11600349
NDUFA8,-0.007171866,-0.12256392,-0.11539205
ACE,0.14225288,0.026878765,-0.11537411
GNPNAT1,0.052921243,-0.062303293,-0.11522454
RBM5,0.005514713,-0.10956202,-0.11507673
SLC39A10,0.048814703,-0.06621311,-0.115027815
BRAP,-0.037542075,-0.15247948,-0.11493741
BRK1,0.10085275,-0.014084038,-0.11493679
CALCOCO2,0.11553311,0.000679114,-0.114854
TTC9C,-0.029098362,-0.14390446,-0.1148061
RXRA,0.006704815,-0.108083285,-0.1147881
CACNA2D1,0.012569622,-0.10208709,-0.11465671
CHTF8,0.039442215,-0.07520113,-0.11464335
TBC1D22A,-0.043403536,-0.1579324,-0.114528865
MTFMT,-0.08170293,-0.1960577,-0.114354774
ATP4A,0.072143584,-0.042056292,-0.11419988
EXOG,-0.09512435,-0.20931749,-0.11419314
